Image,class_label,filename,target,target_name,split
25139,6,25139,1,Shirts,train
25143,7,25143,3,Low-top shoes,train
25145,3,25145,0,Outerwear,train
25146,1,25146,2,Pants,train
25148,7,25148,3,Low-top shoes,train
25150,8,25150,4,Accessories,train
25152,5,25152,3,Low-top shoes,train
25153,4,25153,0,Outerwear,train
25155,1,25155,2,Pants,train
25156,1,25156,2,Pants,train
25157,8,25157,4,Accessories,train
25158,3,25158,0,Outerwear,train
25160,8,25160,4,Accessories,train
25161,6,25161,1,Shirts,train
25162,8,25162,4,Accessories,train
25164,6,25164,1,Shirts,train
25170,3,25170,0,Outerwear,train
25171,8,25171,4,Accessories,train
25173,2,25173,0,Outerwear,train
25174,7,25174,3,Low-top shoes,train
25175,8,25175,4,Accessories,train
25176,4,25176,0,Outerwear,train
25177,2,25177,0,Outerwear,train
25179,5,25179,3,Low-top shoes,train
25180,4,25180,0,Outerwear,train
25182,8,25182,4,Accessories,train
25185,1,25185,2,Pants,train
25186,4,25186,0,Outerwear,train
25187,4,25187,0,Outerwear,train
25190,0,25190,1,Shirts,train
25191,7,25191,3,Low-top shoes,train
25194,4,25194,0,Outerwear,train
25196,2,25196,0,Outerwear,train
25197,4,25197,0,Outerwear,train
25198,3,25198,0,Outerwear,train
25200,0,25200,1,Shirts,train
25201,4,25201,0,Outerwear,train
25202,2,25202,0,Outerwear,train
25203,7,25203,3,Low-top shoes,train
25204,4,25204,0,Outerwear,train
25207,8,25207,4,Accessories,train
25208,4,25208,0,Outerwear,train
25209,6,25209,1,Shirts,train
25210,7,25210,3,Low-top shoes,train
25211,6,25211,1,Shirts,train
25212,3,25212,0,Outerwear,train
25213,3,25213,0,Outerwear,train
25214,7,25214,3,Low-top shoes,train
25215,5,25215,3,Low-top shoes,train
25219,4,25219,0,Outerwear,train
25221,7,25221,3,Low-top shoes,train
25222,8,25222,4,Accessories,train
25225,0,25225,1,Shirts,train
25227,2,25227,0,Outerwear,train
25231,7,25231,3,Low-top shoes,train
25233,3,25233,0,Outerwear,train
25235,7,25235,3,Low-top shoes,train
25238,7,25238,3,Low-top shoes,train
25240,8,25240,4,Accessories,train
25241,3,25241,0,Outerwear,train
25242,0,25242,1,Shirts,train
25246,3,25246,0,Outerwear,train
25247,5,25247,3,Low-top shoes,train
25248,5,25248,3,Low-top shoes,train
25249,0,25249,1,Shirts,train
25250,3,25250,0,Outerwear,train
25251,4,25251,0,Outerwear,train
25252,4,25252,0,Outerwear,train
25254,1,25254,2,Pants,train
25255,5,25255,3,Low-top shoes,train
25256,4,25256,0,Outerwear,train
25258,5,25258,3,Low-top shoes,train
25259,4,25259,0,Outerwear,train
25262,3,25262,0,Outerwear,train
25263,8,25263,4,Accessories,train
25270,2,25270,0,Outerwear,train
25272,1,25272,2,Pants,train
25273,1,25273,2,Pants,train
25275,6,25275,1,Shirts,train
25276,7,25276,3,Low-top shoes,train
25278,8,25278,4,Accessories,train
25279,2,25279,0,Outerwear,train
25280,8,25280,4,Accessories,train
25281,8,25281,4,Accessories,train
25282,3,25282,0,Outerwear,train
25283,6,25283,1,Shirts,train
25284,1,25284,2,Pants,train
25285,8,25285,4,Accessories,train
25288,6,25288,1,Shirts,train
25290,8,25290,4,Accessories,train
25291,0,25291,1,Shirts,train
25292,4,25292,0,Outerwear,train
25293,3,25293,0,Outerwear,train
25294,1,25294,2,Pants,train
25295,1,25295,2,Pants,train
25296,3,25296,0,Outerwear,train
25297,1,25297,2,Pants,train
25298,3,25298,0,Outerwear,train
25303,2,25303,0,Outerwear,train
25306,5,25306,3,Low-top shoes,train
25307,1,25307,2,Pants,train
25309,4,25309,0,Outerwear,train
25311,4,25311,0,Outerwear,train
25312,2,25312,0,Outerwear,train
25313,8,25313,4,Accessories,train
25315,4,25315,0,Outerwear,train
25316,0,25316,1,Shirts,train
25318,1,25318,2,Pants,train
25319,7,25319,3,Low-top shoes,train
25320,4,25320,0,Outerwear,train
25321,3,25321,0,Outerwear,train
25322,0,25322,1,Shirts,train
25323,1,25323,2,Pants,train
25324,8,25324,4,Accessories,train
25325,6,25325,1,Shirts,train
25326,7,25326,3,Low-top shoes,train
25330,8,25330,4,Accessories,train
25332,8,25332,4,Accessories,train
25333,7,25333,3,Low-top shoes,train
25334,0,25334,1,Shirts,train
25335,5,25335,3,Low-top shoes,train
25337,1,25337,2,Pants,train
25338,2,25338,0,Outerwear,train
25339,7,25339,3,Low-top shoes,train
25340,3,25340,0,Outerwear,train
25341,7,25341,3,Low-top shoes,train
25343,7,25343,3,Low-top shoes,train
25344,2,25344,0,Outerwear,train
25345,6,25345,1,Shirts,train
25351,2,25351,0,Outerwear,train
25352,8,25352,4,Accessories,train
25353,8,25353,4,Accessories,train
25357,3,25357,0,Outerwear,train
25358,7,25358,3,Low-top shoes,train
25359,5,25359,3,Low-top shoes,train
25361,8,25361,4,Accessories,train
25364,2,25364,0,Outerwear,train
25366,3,25366,0,Outerwear,train
25367,7,25367,3,Low-top shoes,train
25368,8,25368,4,Accessories,train
25369,7,25369,3,Low-top shoes,train
25372,1,25372,2,Pants,train
25373,0,25373,1,Shirts,train
25374,4,25374,0,Outerwear,train
25375,8,25375,4,Accessories,train
25376,6,25376,1,Shirts,train
25378,3,25378,0,Outerwear,train
25379,3,25379,0,Outerwear,train
25380,3,25380,0,Outerwear,train
25382,0,25382,1,Shirts,train
25383,6,25383,1,Shirts,train
25384,7,25384,3,Low-top shoes,train
25387,1,25387,2,Pants,train
25388,1,25388,2,Pants,train
25389,8,25389,4,Accessories,train
25392,6,25392,1,Shirts,train
25393,4,25393,0,Outerwear,train
25397,1,25397,2,Pants,train
25398,5,25398,3,Low-top shoes,train
25400,1,25400,2,Pants,train
25405,4,25405,0,Outerwear,train
25406,1,25406,2,Pants,train
25408,5,25408,3,Low-top shoes,train
25409,8,25409,4,Accessories,train
25411,6,25411,1,Shirts,train
25412,8,25412,4,Accessories,train
25413,3,25413,0,Outerwear,train
25414,5,25414,3,Low-top shoes,train
25416,1,25416,2,Pants,train
25418,5,25418,3,Low-top shoes,train
25419,1,25419,2,Pants,train
25421,0,25421,1,Shirts,train
25422,5,25422,3,Low-top shoes,train
25423,0,25423,1,Shirts,train
25425,7,25425,3,Low-top shoes,train
25426,6,25426,1,Shirts,train
25427,2,25427,0,Outerwear,train
25428,0,25428,1,Shirts,train
25429,5,25429,3,Low-top shoes,train
25430,3,25430,0,Outerwear,train
25432,2,25432,0,Outerwear,train
25435,5,25435,3,Low-top shoes,train
25436,3,25436,0,Outerwear,train
25438,3,25438,0,Outerwear,train
25440,5,25440,3,Low-top shoes,train
25441,4,25441,0,Outerwear,train
25442,3,25442,0,Outerwear,train
25443,7,25443,3,Low-top shoes,train
25444,1,25444,2,Pants,train
25445,3,25445,0,Outerwear,train
25447,8,25447,4,Accessories,train
25448,7,25448,3,Low-top shoes,train
25450,5,25450,3,Low-top shoes,train
25451,3,25451,0,Outerwear,train
25452,5,25452,3,Low-top shoes,train
25454,6,25454,1,Shirts,train
25455,7,25455,3,Low-top shoes,train
25457,4,25457,0,Outerwear,train
25460,2,25460,0,Outerwear,train
25461,8,25461,4,Accessories,train
25463,3,25463,0,Outerwear,train
25464,8,25464,4,Accessories,train
25467,7,25467,3,Low-top shoes,train
25469,7,25469,3,Low-top shoes,train
25470,2,25470,0,Outerwear,train
25471,4,25471,0,Outerwear,train
25474,6,25474,1,Shirts,train
25475,5,25475,3,Low-top shoes,train
25476,5,25476,3,Low-top shoes,train
25477,0,25477,1,Shirts,train
25479,4,25479,0,Outerwear,train
25482,4,25482,0,Outerwear,train
25483,6,25483,1,Shirts,train
25485,3,25485,0,Outerwear,train
25486,2,25486,0,Outerwear,train
25487,7,25487,3,Low-top shoes,train
25489,2,25489,0,Outerwear,train
25490,2,25490,0,Outerwear,train
25495,4,25495,0,Outerwear,train
25496,7,25496,3,Low-top shoes,train
25497,2,25497,0,Outerwear,train
25498,1,25498,2,Pants,train
25501,3,25501,0,Outerwear,train
25502,3,25502,0,Outerwear,train
25503,8,25503,4,Accessories,train
25504,2,25504,0,Outerwear,train
25506,2,25506,0,Outerwear,train
25507,0,25507,1,Shirts,train
25508,4,25508,0,Outerwear,train
25509,8,25509,4,Accessories,train
25514,0,25514,1,Shirts,train
25516,3,25516,0,Outerwear,train
25517,4,25517,0,Outerwear,train
25518,5,25518,3,Low-top shoes,train
25520,6,25520,1,Shirts,train
25521,1,25521,2,Pants,train
25522,5,25522,3,Low-top shoes,train
25524,8,25524,4,Accessories,train
25525,3,25525,0,Outerwear,train
25527,5,25527,3,Low-top shoes,train
25529,1,25529,2,Pants,train
25530,6,25530,1,Shirts,train
25531,7,25531,3,Low-top shoes,train
25532,2,25532,0,Outerwear,train
25533,4,25533,0,Outerwear,train
25534,7,25534,3,Low-top shoes,train
25535,1,25535,2,Pants,train
25536,0,25536,1,Shirts,train
25537,6,25537,1,Shirts,train
25538,2,25538,0,Outerwear,train
25539,3,25539,0,Outerwear,train
25540,2,25540,0,Outerwear,train
25541,1,25541,2,Pants,train
25542,7,25542,3,Low-top shoes,train
25543,0,25543,1,Shirts,train
25544,1,25544,2,Pants,train
25545,0,25545,1,Shirts,train
25548,3,25548,0,Outerwear,train
25549,8,25549,4,Accessories,train
25552,2,25552,0,Outerwear,train
25554,1,25554,2,Pants,train
25555,8,25555,4,Accessories,train
25556,6,25556,1,Shirts,train
25557,0,25557,1,Shirts,train
25560,8,25560,4,Accessories,train
25563,0,25563,1,Shirts,train
25566,2,25566,0,Outerwear,train
25567,4,25567,0,Outerwear,train
25568,1,25568,2,Pants,train
25569,1,25569,2,Pants,train
25572,1,25572,2,Pants,train
25574,0,25574,1,Shirts,train
25576,6,25576,1,Shirts,train
25577,6,25577,1,Shirts,train
25578,3,25578,0,Outerwear,train
25579,0,25579,1,Shirts,train
25580,2,25580,0,Outerwear,train
25581,1,25581,2,Pants,train
25582,5,25582,3,Low-top shoes,train
25584,3,25584,0,Outerwear,train
25585,0,25585,1,Shirts,train
25588,7,25588,3,Low-top shoes,train
25589,0,25589,1,Shirts,train
25590,5,25590,3,Low-top shoes,train
25591,7,25591,3,Low-top shoes,train
25593,7,25593,3,Low-top shoes,train
25595,2,25595,0,Outerwear,train
25597,6,25597,1,Shirts,train
25602,1,25602,2,Pants,train
25604,1,25604,2,Pants,train
25605,0,25605,1,Shirts,train
25606,2,25606,0,Outerwear,train
25607,4,25607,0,Outerwear,train
25608,1,25608,2,Pants,train
25610,5,25610,3,Low-top shoes,train
25611,3,25611,0,Outerwear,train
25612,4,25612,0,Outerwear,train
25613,0,25613,1,Shirts,train
25616,7,25616,3,Low-top shoes,train
25617,4,25617,0,Outerwear,train
25619,0,25619,1,Shirts,train
25624,6,25624,1,Shirts,train
25626,7,25626,3,Low-top shoes,train
25627,4,25627,0,Outerwear,train
25629,7,25629,3,Low-top shoes,train
25630,4,25630,0,Outerwear,train
25631,2,25631,0,Outerwear,train
25632,0,25632,1,Shirts,train
25633,6,25633,1,Shirts,train
25634,3,25634,0,Outerwear,train
25637,0,25637,1,Shirts,train
25638,5,25638,3,Low-top shoes,train
25639,2,25639,0,Outerwear,train
25640,4,25640,0,Outerwear,train
25641,2,25641,0,Outerwear,train
25642,1,25642,2,Pants,train
25643,8,25643,4,Accessories,train
25645,6,25645,1,Shirts,train
25646,8,25646,4,Accessories,train
25651,0,25651,1,Shirts,train
25652,0,25652,1,Shirts,train
25653,5,25653,3,Low-top shoes,train
25654,1,25654,2,Pants,train
25655,5,25655,3,Low-top shoes,train
25656,3,25656,0,Outerwear,train
25657,1,25657,2,Pants,train
25659,3,25659,0,Outerwear,train
25661,1,25661,2,Pants,train
25662,5,25662,3,Low-top shoes,train
25665,0,25665,1,Shirts,train
25666,8,25666,4,Accessories,train
25667,3,25667,0,Outerwear,train
25668,6,25668,1,Shirts,train
25670,2,25670,0,Outerwear,train
25671,0,25671,1,Shirts,train
25674,0,25674,1,Shirts,train
25676,3,25676,0,Outerwear,train
25677,5,25677,3,Low-top shoes,train
25678,0,25678,1,Shirts,train
25679,8,25679,4,Accessories,train
25681,4,25681,0,Outerwear,train
25682,5,25682,3,Low-top shoes,train
25683,6,25683,1,Shirts,train
25684,6,25684,1,Shirts,train
25686,3,25686,0,Outerwear,train
25687,4,25687,0,Outerwear,train
25688,0,25688,1,Shirts,train
25689,2,25689,0,Outerwear,train
25690,7,25690,3,Low-top shoes,train
25691,7,25691,3,Low-top shoes,train
25692,8,25692,4,Accessories,train
25693,6,25693,1,Shirts,train
25694,3,25694,0,Outerwear,train
25698,4,25698,0,Outerwear,train
25701,2,25701,0,Outerwear,train
25703,0,25703,1,Shirts,train
25706,0,25706,1,Shirts,train
25707,2,25707,0,Outerwear,train
25708,6,25708,1,Shirts,train
25709,1,25709,2,Pants,train
25712,8,25712,4,Accessories,train
25714,6,25714,1,Shirts,train
25715,4,25715,0,Outerwear,train
25718,5,25718,3,Low-top shoes,train
25719,6,25719,1,Shirts,train
25720,2,25720,0,Outerwear,train
25722,4,25722,0,Outerwear,train
25723,2,25723,0,Outerwear,train
25724,7,25724,3,Low-top shoes,train
25725,0,25725,1,Shirts,train
25726,5,25726,3,Low-top shoes,train
25727,4,25727,0,Outerwear,train
25731,7,25731,3,Low-top shoes,train
25732,1,25732,2,Pants,train
25733,7,25733,3,Low-top shoes,train
25735,4,25735,0,Outerwear,train
25738,7,25738,3,Low-top shoes,train
25742,2,25742,0,Outerwear,train
25747,3,25747,0,Outerwear,train
25748,5,25748,3,Low-top shoes,train
25749,5,25749,3,Low-top shoes,train
25750,6,25750,1,Shirts,train
25751,5,25751,3,Low-top shoes,train
25752,5,25752,3,Low-top shoes,train
25754,4,25754,0,Outerwear,train
25756,1,25756,2,Pants,train
25757,4,25757,0,Outerwear,train
25758,6,25758,1,Shirts,train
25760,0,25760,1,Shirts,train
25762,6,25762,1,Shirts,train
25763,1,25763,2,Pants,train
25765,4,25765,0,Outerwear,train
25767,4,25767,0,Outerwear,train
25768,0,25768,1,Shirts,train
25769,0,25769,1,Shirts,train
25770,3,25770,0,Outerwear,train
25771,5,25771,3,Low-top shoes,train
25772,6,25772,1,Shirts,train
25773,5,25773,3,Low-top shoes,train
25775,7,25775,3,Low-top shoes,train
25777,3,25777,0,Outerwear,train
25778,3,25778,0,Outerwear,train
25779,6,25779,1,Shirts,train
25780,8,25780,4,Accessories,train
25781,0,25781,1,Shirts,train
25782,2,25782,0,Outerwear,train
25783,0,25783,1,Shirts,train
25784,2,25784,0,Outerwear,train
25786,7,25786,3,Low-top shoes,train
25787,7,25787,3,Low-top shoes,train
25791,4,25791,0,Outerwear,train
25794,4,25794,0,Outerwear,train
25795,5,25795,3,Low-top shoes,train
25796,3,25796,0,Outerwear,train
25797,4,25797,0,Outerwear,train
25801,3,25801,0,Outerwear,train
25802,8,25802,4,Accessories,train
25805,8,25805,4,Accessories,train
25808,6,25808,1,Shirts,train
25810,3,25810,0,Outerwear,train
25815,3,25815,0,Outerwear,train
25816,7,25816,3,Low-top shoes,train
25817,5,25817,3,Low-top shoes,train
25818,6,25818,1,Shirts,train
25820,5,25820,3,Low-top shoes,train
25821,1,25821,2,Pants,train
25823,5,25823,3,Low-top shoes,train
25825,3,25825,0,Outerwear,train
25826,5,25826,3,Low-top shoes,train
25827,3,25827,0,Outerwear,train
25828,2,25828,0,Outerwear,train
25830,4,25830,0,Outerwear,train
25831,1,25831,2,Pants,train
25832,7,25832,3,Low-top shoes,train
25834,8,25834,4,Accessories,train
25835,7,25835,3,Low-top shoes,train
25836,7,25836,3,Low-top shoes,train
25838,6,25838,1,Shirts,train
25839,0,25839,1,Shirts,train
25840,6,25840,1,Shirts,train
25842,8,25842,4,Accessories,train
25843,5,25843,3,Low-top shoes,train
25844,6,25844,1,Shirts,train
25845,6,25845,1,Shirts,train
25846,1,25846,2,Pants,train
25847,4,25847,0,Outerwear,train
25848,5,25848,3,Low-top shoes,train
25849,4,25849,0,Outerwear,train
25850,7,25850,3,Low-top shoes,train
25851,0,25851,1,Shirts,train
25852,4,25852,0,Outerwear,train
25854,5,25854,3,Low-top shoes,train
25857,8,25857,4,Accessories,train
25859,4,25859,0,Outerwear,train
25861,5,25861,3,Low-top shoes,train
25863,8,25863,4,Accessories,train
25866,8,25866,4,Accessories,train
25867,7,25867,3,Low-top shoes,train
25868,4,25868,0,Outerwear,train
25869,6,25869,1,Shirts,train
25870,0,25870,1,Shirts,train
25871,2,25871,0,Outerwear,train
25873,5,25873,3,Low-top shoes,train
25874,0,25874,1,Shirts,train
25875,1,25875,2,Pants,train
25876,1,25876,2,Pants,train
25877,7,25877,3,Low-top shoes,train
25878,1,25878,2,Pants,train
25879,2,25879,0,Outerwear,train
25880,8,25880,4,Accessories,train
25882,1,25882,2,Pants,train
25883,1,25883,2,Pants,train
25884,1,25884,2,Pants,train
25885,0,25885,1,Shirts,train
25886,6,25886,1,Shirts,train
25888,4,25888,0,Outerwear,train
25889,7,25889,3,Low-top shoes,train
25890,4,25890,0,Outerwear,train
25891,3,25891,0,Outerwear,train
25893,0,25893,1,Shirts,train
25894,7,25894,3,Low-top shoes,train
25895,2,25895,0,Outerwear,train
25896,1,25896,2,Pants,train
25899,1,25899,2,Pants,train
25900,4,25900,0,Outerwear,train
25901,1,25901,2,Pants,train
25903,3,25903,0,Outerwear,train
25904,1,25904,2,Pants,train
25905,7,25905,3,Low-top shoes,train
25909,5,25909,3,Low-top shoes,train
25911,8,25911,4,Accessories,train
25914,3,25914,0,Outerwear,train
25915,4,25915,0,Outerwear,train
25916,3,25916,0,Outerwear,train
25917,5,25917,3,Low-top shoes,train
25918,2,25918,0,Outerwear,train
25919,7,25919,3,Low-top shoes,train
25920,3,25920,0,Outerwear,train
25922,3,25922,0,Outerwear,train
25926,0,25926,1,Shirts,train
25927,6,25927,1,Shirts,train
25928,4,25928,0,Outerwear,train
25929,4,25929,0,Outerwear,train
25930,8,25930,4,Accessories,train
25932,3,25932,0,Outerwear,train
25933,7,25933,3,Low-top shoes,train
25934,6,25934,1,Shirts,train
25937,1,25937,2,Pants,train
25938,5,25938,3,Low-top shoes,train
25939,2,25939,0,Outerwear,train
25940,8,25940,4,Accessories,train
25942,0,25942,1,Shirts,train
25943,8,25943,4,Accessories,train
25945,7,25945,3,Low-top shoes,train
25948,4,25948,0,Outerwear,train
25949,3,25949,0,Outerwear,train
25951,6,25951,1,Shirts,train
25955,1,25955,2,Pants,train
25956,3,25956,0,Outerwear,train
25957,8,25957,4,Accessories,train
25958,4,25958,0,Outerwear,train
25960,3,25960,0,Outerwear,train
25961,5,25961,3,Low-top shoes,train
25965,7,25965,3,Low-top shoes,train
25967,8,25967,4,Accessories,train
25971,5,25971,3,Low-top shoes,train
25972,2,25972,0,Outerwear,train
25975,5,25975,3,Low-top shoes,train
25976,3,25976,0,Outerwear,train
25977,5,25977,3,Low-top shoes,train
25979,2,25979,0,Outerwear,train
25980,8,25980,4,Accessories,train
25981,3,25981,0,Outerwear,train
25982,2,25982,0,Outerwear,train
25983,3,25983,0,Outerwear,train
25984,7,25984,3,Low-top shoes,train
25985,5,25985,3,Low-top shoes,train
25986,2,25986,0,Outerwear,train
25987,4,25987,0,Outerwear,train
25991,8,25991,4,Accessories,train
25993,2,25993,0,Outerwear,train
25994,0,25994,1,Shirts,train
25995,4,25995,0,Outerwear,train
25996,2,25996,0,Outerwear,train
25998,0,25998,1,Shirts,train
26000,5,26000,3,Low-top shoes,train
26002,3,26002,0,Outerwear,train
26004,6,26004,1,Shirts,train
26005,2,26005,0,Outerwear,train
26006,1,26006,2,Pants,train
26007,8,26007,4,Accessories,train
26009,3,26009,0,Outerwear,train
26011,5,26011,3,Low-top shoes,train
26013,0,26013,1,Shirts,train
26014,4,26014,0,Outerwear,train
26015,5,26015,3,Low-top shoes,train
26017,4,26017,0,Outerwear,train
26019,5,26019,3,Low-top shoes,train
26020,5,26020,3,Low-top shoes,train
26021,7,26021,3,Low-top shoes,train
26023,1,26023,2,Pants,train
26024,0,26024,1,Shirts,train
26026,8,26026,4,Accessories,train
26027,3,26027,0,Outerwear,train
26028,5,26028,3,Low-top shoes,train
26031,6,26031,1,Shirts,train
26032,6,26032,1,Shirts,train
26035,3,26035,0,Outerwear,train
26038,1,26038,2,Pants,train
26039,4,26039,0,Outerwear,train
26040,5,26040,3,Low-top shoes,train
26042,3,26042,0,Outerwear,train
26045,6,26045,1,Shirts,train
26047,4,26047,0,Outerwear,train
26048,7,26048,3,Low-top shoes,train
26051,8,26051,4,Accessories,train
26052,3,26052,0,Outerwear,train
26054,2,26054,0,Outerwear,train
26055,8,26055,4,Accessories,train
26057,3,26057,0,Outerwear,train
26059,0,26059,1,Shirts,train
26060,0,26060,1,Shirts,train
26062,4,26062,0,Outerwear,train
26063,1,26063,2,Pants,train
26064,2,26064,0,Outerwear,train
26065,1,26065,2,Pants,train
26070,7,26070,3,Low-top shoes,train
26072,0,26072,1,Shirts,train
26073,1,26073,2,Pants,train
26074,1,26074,2,Pants,train
26075,6,26075,1,Shirts,train
26076,6,26076,1,Shirts,train
26078,8,26078,4,Accessories,train
26079,0,26079,1,Shirts,train
26080,4,26080,0,Outerwear,train
26082,2,26082,0,Outerwear,train
26083,6,26083,1,Shirts,train
26085,5,26085,3,Low-top shoes,train
26088,3,26088,0,Outerwear,train
26091,2,26091,0,Outerwear,train
26092,4,26092,0,Outerwear,train
26095,6,26095,1,Shirts,train
26096,7,26096,3,Low-top shoes,train
26097,1,26097,2,Pants,train
26099,5,26099,3,Low-top shoes,train
26101,5,26101,3,Low-top shoes,train
26102,6,26102,1,Shirts,train
26103,2,26103,0,Outerwear,train
26105,7,26105,3,Low-top shoes,train
26106,1,26106,2,Pants,train
26107,2,26107,0,Outerwear,train
26108,6,26108,1,Shirts,train
26109,8,26109,4,Accessories,train
26110,2,26110,0,Outerwear,train
26111,0,26111,1,Shirts,train
26112,0,26112,1,Shirts,train
26113,8,26113,4,Accessories,train
26116,3,26116,0,Outerwear,train
26117,1,26117,2,Pants,train
26118,4,26118,0,Outerwear,train
26119,3,26119,0,Outerwear,train
26121,8,26121,4,Accessories,train
26124,4,26124,0,Outerwear,train
26126,0,26126,1,Shirts,train
26128,0,26128,1,Shirts,train
26129,8,26129,4,Accessories,train
26132,3,26132,0,Outerwear,train
26133,3,26133,0,Outerwear,train
26135,5,26135,3,Low-top shoes,train
26138,3,26138,0,Outerwear,train
26139,5,26139,3,Low-top shoes,train
26140,7,26140,3,Low-top shoes,train
26141,5,26141,3,Low-top shoes,train
26142,6,26142,1,Shirts,train
26144,7,26144,3,Low-top shoes,train
26146,0,26146,1,Shirts,train
26148,3,26148,0,Outerwear,train
26150,2,26150,0,Outerwear,train
26155,5,26155,3,Low-top shoes,train
26156,6,26156,1,Shirts,train
26159,7,26159,3,Low-top shoes,train
26161,5,26161,3,Low-top shoes,train
26162,3,26162,0,Outerwear,train
26163,0,26163,1,Shirts,train
26164,1,26164,2,Pants,train
26165,2,26165,0,Outerwear,train
26166,8,26166,4,Accessories,train
26167,6,26167,1,Shirts,train
26169,7,26169,3,Low-top shoes,train
26170,8,26170,4,Accessories,train
26171,5,26171,3,Low-top shoes,train
26172,5,26172,3,Low-top shoes,train
26173,8,26173,4,Accessories,train
26174,8,26174,4,Accessories,train
26175,1,26175,2,Pants,train
26176,0,26176,1,Shirts,train
26179,3,26179,0,Outerwear,train
26181,5,26181,3,Low-top shoes,train
26182,3,26182,0,Outerwear,train
26184,2,26184,0,Outerwear,train
26185,8,26185,4,Accessories,train
26187,0,26187,1,Shirts,train
26189,6,26189,1,Shirts,train
26190,6,26190,1,Shirts,train
26191,5,26191,3,Low-top shoes,train
26192,3,26192,0,Outerwear,train
26193,4,26193,0,Outerwear,train
26194,6,26194,1,Shirts,train
26196,1,26196,2,Pants,train
26198,3,26198,0,Outerwear,train
26199,0,26199,1,Shirts,train
26200,7,26200,3,Low-top shoes,train
26201,2,26201,0,Outerwear,train
26202,7,26202,3,Low-top shoes,train
26203,6,26203,1,Shirts,train
26206,1,26206,2,Pants,train
26208,0,26208,1,Shirts,train
26209,4,26209,0,Outerwear,train
26210,1,26210,2,Pants,train
26211,4,26211,0,Outerwear,train
26212,8,26212,4,Accessories,train
26214,4,26214,0,Outerwear,train
26215,4,26215,0,Outerwear,train
26217,7,26217,3,Low-top shoes,train
26218,5,26218,3,Low-top shoes,train
26219,4,26219,0,Outerwear,train
26220,6,26220,1,Shirts,train
26221,7,26221,3,Low-top shoes,train
26224,2,26224,0,Outerwear,train
26225,7,26225,3,Low-top shoes,train
26226,1,26226,2,Pants,train
26228,8,26228,4,Accessories,train
26231,3,26231,0,Outerwear,train
26232,7,26232,3,Low-top shoes,train
26235,8,26235,4,Accessories,train
26237,2,26237,0,Outerwear,train
26238,5,26238,3,Low-top shoes,train
26239,2,26239,0,Outerwear,train
26240,0,26240,1,Shirts,train
26241,1,26241,2,Pants,train
26243,5,26243,3,Low-top shoes,train
26244,0,26244,1,Shirts,train
26245,4,26245,0,Outerwear,train
26246,5,26246,3,Low-top shoes,train
26250,2,26250,0,Outerwear,train
26251,7,26251,3,Low-top shoes,train
26252,8,26252,4,Accessories,train
26255,0,26255,1,Shirts,train
26257,4,26257,0,Outerwear,train
26258,5,26258,3,Low-top shoes,train
26260,4,26260,0,Outerwear,train
26261,1,26261,2,Pants,train
26262,4,26262,0,Outerwear,train
26263,1,26263,2,Pants,train
26266,6,26266,1,Shirts,train
26267,1,26267,2,Pants,train
26268,3,26268,0,Outerwear,train
26269,5,26269,3,Low-top shoes,train
26270,3,26270,0,Outerwear,train
26271,3,26271,0,Outerwear,train
26272,1,26272,2,Pants,train
26273,2,26273,0,Outerwear,train
26274,4,26274,0,Outerwear,train
26275,4,26275,0,Outerwear,train
26276,1,26276,2,Pants,train
26278,3,26278,0,Outerwear,train
26280,1,26280,2,Pants,train
26281,5,26281,3,Low-top shoes,train
26284,2,26284,0,Outerwear,train
26285,7,26285,3,Low-top shoes,train
26286,3,26286,0,Outerwear,train
26287,3,26287,0,Outerwear,train
26288,6,26288,1,Shirts,train
26289,3,26289,0,Outerwear,train
26291,0,26291,1,Shirts,train
26292,1,26292,2,Pants,train
26294,8,26294,4,Accessories,train
26295,2,26295,0,Outerwear,train
26296,0,26296,1,Shirts,train
26297,1,26297,2,Pants,train
26298,4,26298,0,Outerwear,train
26299,5,26299,3,Low-top shoes,train
26301,0,26301,1,Shirts,train
26302,2,26302,0,Outerwear,train
26303,1,26303,2,Pants,train
26304,8,26304,4,Accessories,train
26305,2,26305,0,Outerwear,train
26306,0,26306,1,Shirts,train
26307,5,26307,3,Low-top shoes,train
26312,5,26312,3,Low-top shoes,train
26313,3,26313,0,Outerwear,train
26315,1,26315,2,Pants,train
26316,8,26316,4,Accessories,train
26317,6,26317,1,Shirts,train
26318,3,26318,0,Outerwear,train
26319,2,26319,0,Outerwear,train
26320,7,26320,3,Low-top shoes,train
26321,4,26321,0,Outerwear,train
26323,7,26323,3,Low-top shoes,train
26326,2,26326,0,Outerwear,train
26328,5,26328,3,Low-top shoes,train
26329,0,26329,1,Shirts,train
26331,6,26331,1,Shirts,train
26332,7,26332,3,Low-top shoes,train
26336,5,26336,3,Low-top shoes,train
26337,3,26337,0,Outerwear,train
26338,1,26338,2,Pants,train
26342,8,26342,4,Accessories,train
26344,3,26344,0,Outerwear,train
26346,7,26346,3,Low-top shoes,train
26349,2,26349,0,Outerwear,train
26350,7,26350,3,Low-top shoes,train
26354,6,26354,1,Shirts,train
26355,7,26355,3,Low-top shoes,train
26357,6,26357,1,Shirts,train
26360,0,26360,1,Shirts,train
26361,1,26361,2,Pants,train
26363,0,26363,1,Shirts,train
26364,7,26364,3,Low-top shoes,train
26365,7,26365,3,Low-top shoes,train
